fecha_publicacion,fecha_limite,departamento,referencia,demanda
2021-09-13,2021-09-16,beni,dicie,1
2021-09-13,2021-09-16,beni,dicie,1
2021-09-13,2021-09-16,beni,dicie,1
2021-09-13,2021-09-16,beni,dicie,3
2021-09-13,2021-09-16,beni,dicie,4
2021-09-13,2021-09-16,beni,dicie,12
2021-09-13,2021-09-16,chuquisaca,dicie,1
2021-09-13,2021-09-16,chuquisaca,dicie,1
2021-09-13,2021-09-16,chuquisaca,dicie,1
2021-09-13,2021-09-16,chuquisaca,dicie,2
2021-09-13,2021-09-16,chuquisaca,dicie,3
2021-09-13,2021-09-16,chuquisaca,dicie,6
2021-09-13,2021-09-16,chuquisaca,dicie,18
2021-09-13,2021-09-16,cochabamba,dicie,1
2021-09-13,2021-09-16,cochabamba,dicie,2
2021-09-13,2021-09-16,cochabamba,dicie,1
2021-09-13,2021-09-16,cochabamba,dicie,4
2021-09-13,2021-09-16,cochabamba,dicie,4
2021-09-13,2021-09-16,cochabamba,dicie,1
2021-09-13,2021-09-16,cochabamba,dicie,13
2021-09-13,2021-09-16,cochabamba,dicie,39
2021-09-13,2021-09-16,la_paz,dicie,5
2021-09-13,2021-09-16,la_paz,dicie,1
2021-09-13,2021-09-16,la_paz,dicie,2
2021-09-13,2021-09-16,la_paz,dicie,1
2021-09-13,2021-09-16,la_paz,dicie,6
2021-09-13,2021-09-16,la_paz,dicie,5
2021-09-13,2021-09-16,la_paz,dicie,5
2021-09-13,2021-09-16,la_paz,dicie,1
2021-09-13,2021-09-16,la_paz,dicie,1
2021-09-13,2021-09-16,la_paz,dicie,3
2021-09-13,2021-09-16,la_paz,dicie,17
2021-09-13,2021-09-16,la_paz,dicie,51
2021-09-13,2021-09-16,oruro,dicie,1
2021-09-13,2021-09-16,oruro,dicie,1
2021-09-13,2021-09-16,oruro,dicie,1
2021-09-13,2021-09-16,oruro,dicie,2
2021-09-13,2021-09-16,oruro,dicie,3
2021-09-13,2021-09-16,oruro,dicie,6
2021-09-13,2021-09-16,oruro,dicie,18
2021-09-13,2021-09-16,pando,dicie,1
2021-09-13,2021-09-16,pando,dicie,1
2021-09-13,2021-09-16,pando,dicie,1
2021-09-13,2021-09-16,pando,dicie,3
2021-09-13,2021-09-16,pando,dicie,3
2021-09-13,2021-09-16,pando,dicie,9
2021-09-13,2021-09-16,potosi,dicie,1
2021-09-13,2021-09-16,potosi,dicie,1
2021-09-13,2021-09-16,potosi,dicie,1
2021-09-13,2021-09-16,potosi,dicie,2
2021-09-13,2021-09-16,potosi,dicie,4
2021-09-13,2021-09-16,potosi,dicie,5
2021-09-13,2021-09-16,potosi,dicie,15
2021-09-13,2021-09-16,santa_cruz,dicie,1
2021-09-13,2021-09-16,santa_cruz,dicie,2
2021-09-13,2021-09-16,santa_cruz,dicie,1
2021-09-13,2021-09-16,santa_cruz,dicie,4
2021-09-13,2021-09-16,santa_cruz,dicie,5
2021-09-13,2021-09-16,santa_cruz,dicie,1
2021-09-13,2021-09-16,santa_cruz,dicie,12
2021-09-13,2021-09-16,santa_cruz,dicie,36
2021-09-13,2021-09-16,tarija,dicie,1
2021-09-13,2021-09-16,tarija,dicie,1
2021-09-13,2021-09-16,tarija,dicie,1
2021-09-13,2021-09-16,tarija,dicie,2
2021-09-13,2021-09-16,tarija,dicie,3
2021-09-13,2021-09-16,tarija,dicie,5
2021-09-13,2021-09-16,tarija,dicie,15
2021-11-11,2021-11-19,beni,dicie,1
2021-11-11,2021-11-19,chuquisaca,dicie,1
2021-11-11,2021-11-19,cochabamba,dicie,1
2021-11-11,2021-11-19,pando,dicie,1
2022-01-08,2022-01-14,la_paz,dicie,1
2022-01-12,2022-01-18,la_paz,dicie,1
2022-02-03,2022-02-04,la_paz,dicie,1
2022-03-18,2022-03-21,la_paz,dicie,36
2022-03-18,2022-03-22,la_paz,dicie,1
2022-03-18,2022-03-22,la_paz,dicie,2
2022-03-18,2022-03-23,la_paz,dicie,2
2022-03-18,2022-03-23,la_paz,dicie,2
2022-03-18,2022-03-23,la_paz,dicie,4
2022-03-18,2022-03-23,la_paz,dicie,8
2022-03-18,2022-03-24,beni,dicie,1
2022-03-18,2022-03-24,beni,dicie,1
2022-03-18,2022-03-24,beni,dicie,2
2022-03-18,2022-03-24,beni,dicie,1
2022-03-18,2022-03-24,pando,dicie,1
2022-03-18,2022-03-24,pando,dicie,1
2022-03-18,2022-03-24,pando,dicie,1
2022-03-18,2022-03-24,pando,dicie,1
2022-03-18,2022-03-25,beni,dicie,1
2022-03-18,2022-03-25,la_paz,dicie,1
2022-03-18,2022-03-25,la_paz,dicie,1
2022-03-18,2022-03-25,la_paz,dicie,1
2022-03-18,2022-03-25,la_paz,dicie,1
2022-03-18,2022-03-25,la_paz,dicie,2
2022-03-18,2022-03-28,la_paz,dicie,1
2022-03-18,2022-03-28,la_paz,dicie,1
2022-03-18,2022-03-28,la_paz,dicie,1
2022-03-18,2022-03-28,la_paz,dicie,1
2022-03-18,2022-03-28,la_paz,dicie,1
2022-03-18,2022-03-29,beni,dicie,1
2022-03-18,2022-03-29,chuquisaca,dicie,1
2022-03-18,2022-03-29,cochabamba,dicie,1
2022-03-18,2022-03-29,la_paz,dicie,1
2022-03-18,2022-03-29,la_paz,dicie,3
2022-03-18,2022-03-29,oruro,dicie,1
2022-03-18,2022-03-29,pando,dicie,1
2022-03-18,2022-03-29,potosi,dicie,1
2022-03-18,2022-03-29,santa_cruz,dicie,1
2022-03-18,2022-03-29,tarija,dicie,1
2022-03-24,2022-03-31,la_paz,dicie,1
2022-04-29,2022-05-07,beni,administracion,1
2022-04-29,2022-05-07,beni,administracion,1
2022-04-29,2022-05-07,beni,administracion,1
2022-04-29,2022-05-07,beni,capacitacion,1
2022-04-29,2022-05-07,beni,capacitacion,2
2022-04-29,2022-05-07,beni,cartografia,1
2022-04-29,2022-05-07,beni,cartografia,1
2022-04-29,2022-05-07,beni,difusion_y_comunicacion,1
2022-04-29,2022-05-07,beni,difusion_y_comunicacion,1
2022-04-29,2022-05-07,beni,direccion,1
2022-04-29,2022-05-07,beni,direccion,1
2022-04-29,2022-05-07,beni,informatica,1
2022-04-29,2022-05-07,beni,informatica,1
2022-04-29,2022-05-07,beni,operativos_de_campo,1
2022-04-29,2022-05-07,beni,operativos_de_campo,1
2022-04-29,2022-05-07,beni,operativos_de_campo,1
2022-04-29,2022-05-07,beni,operativos_de_campo,3
2022-04-29,2022-05-07,beni,operativos_de_campo,3
2022-04-29,2022-05-07,beni,operativos_de_campo,6
2022-04-29,2022-05-07,beni,operativos_de_campo,3
2022-04-29,2022-05-07,beni,operativos_de_campo,9
2022-04-29,2022-05-07,beni,operativos_de_campo,18
2022-04-29,2022-05-07,beni,operativos_de_campo,2
2022-04-29,2022-05-07,la_paz,administracion,2
2022-04-29,2022-05-07,la_paz,administracion,3
2022-04-29,2022-05-07,la_paz,administracion,3
2022-04-29,2022-05-07,la_paz,administracion,3
2022-04-29,2022-05-07,la_paz,administracion,3
2022-04-29,2022-05-07,la_paz,administracion,3
2022-04-29,2022-05-07,la_paz,administracion,1
2022-04-29,2022-05-07,la_paz,administracion,1
2022-04-29,2022-05-07,la_paz,administracion,2
2022-04-29,2022-05-07,la_paz,administracion,1
2022-04-29,2022-05-07,la_paz,administracion,1
2022-04-29,2022-05-07,la_paz,capacitacion,1
2022-04-29,2022-05-07,la_paz,capacitacion,1
2022-04-29,2022-05-07,la_paz,capacitacion,2
2022-04-29,2022-05-07,la_paz,capacitacion,2
2022-04-29,2022-05-07,la_paz,cartografia,84
2022-04-29,2022-05-07,la_paz,cartografia,2
2022-04-29,2022-05-07,la_paz,dicie,1
2022-04-29,2022-05-07,la_paz,direccion,1
2022-04-29,2022-05-07,la_paz,direccion,2
2022-04-29,2022-05-07,la_paz,direccion,1
2022-04-29,2022-05-07,la_paz,direccion,1
2022-04-29,2022-05-07,la_paz,direccion,1
2022-04-29,2022-05-07,la_paz,direccion,1
2022-04-29,2022-05-07,la_paz,informatica,1
2022-04-29,2022-05-07,la_paz,informatica,1
2022-04-29,2022-05-07,la_paz,informatica,1
2022-04-29,2022-05-07,la_paz,operativos_de_campo,1
2022-04-29,2022-05-07,la_paz,operativos_de_campo,3
2022-04-29,2022-05-07,la_paz,tematica,1
2022-04-29,2022-05-07,la_paz,tematica,1
2022-04-29,2022-05-07,la_paz,tematica,2
2022-04-29,2022-05-07,la_paz,tematica,2
2022-04-29,2022-05-07,la_paz,tematica,1
2022-04-29,2022-05-07,oruro,administracion,1
2022-04-29,2022-05-07,oruro,administracion,1
2022-04-29,2022-05-07,oruro,administracion,1
2022-04-29,2022-05-07,oruro,capacitacion,1
2022-04-29,2022-05-07,oruro,capacitacion,1
2022-04-29,2022-05-07,oruro,capacitacion,2
2022-04-29,2022-05-07,oruro,cartografia,1
2022-04-29,2022-05-07,oruro,cartografia,1
2022-04-29,2022-05-07,oruro,difusion_y_comunicacion,1
2022-04-29,2022-05-07,oruro,difusion_y_comunicacion,1
2022-04-29,2022-05-07,oruro,direccion,1
2022-04-29,2022-05-07,oruro,informatica,1
2022-04-29,2022-05-07,oruro,informatica,1
2022-04-29,2022-05-07,oruro,operativos_de_campo,1
2022-04-29,2022-05-07,oruro,operativos_de_campo,1
2022-04-29,2022-05-07,oruro,operativos_de_campo,2
2022-04-29,2022-05-07,oruro,operativos_de_campo,1
2022-04-29,2022-05-07,oruro,operativos_de_campo,8
2022-04-29,2022-05-07,oruro,operativos_de_campo,3
2022-04-29,2022-05-07,oruro,operativos_de_campo,16
2022-04-29,2022-05-07,oruro,operativos_de_campo,3
2022-04-29,2022-05-07,oruro,operativos_de_campo,9
2022-04-29,2022-05-07,oruro,operativos_de_campo,48
2022-04-29,2022-05-07,oruro,operativos_de_campo,5
2022-04-29,2022-05-07,pando,administracion,1
2022-04-29,2022-05-07,pando,administracion,1
2022-04-29,2022-05-07,pando,administracion,1
2022-04-29,2022-05-07,pando,capacitacion,1
2022-04-29,2022-05-07,pando,capacitacion,2
2022-04-29,2022-05-07,pando,cartografia,1
2022-04-29,2022-05-07,pando,cartografia,1
2022-04-29,2022-05-07,pando,difusion_y_comunicacion,1
2022-04-29,2022-05-07,pando,difusion_y_comunicacion,1
2022-04-29,2022-05-07,pando,direccion,2
2022-04-29,2022-05-07,pando,informatica,1
2022-04-29,2022-05-07,pando,informatica,1
2022-04-29,2022-05-07,pando,operativos_de_campo,1
2022-04-29,2022-05-07,pando,operativos_de_campo,1
2022-04-29,2022-05-07,pando,operativos_de_campo,1
2022-04-29,2022-05-07,pando,operativos_de_campo,1
2022-04-29,2022-05-07,pando,operativos_de_campo,2
2022-04-29,2022-05-07,pando,operativos_de_campo,1
2022-04-29,2022-05-07,pando,operativos_de_campo,4
2022-04-29,2022-05-07,pando,operativos_de_campo,1
2022-04-29,2022-05-07,pando,operativos_de_campo,3
2022-04-29,2022-05-07,pando,operativos_de_campo,12
2022-04-29,2022-05-07,pando,operativos_de_campo,2
2022-04-29,2022-05-07,potosi,administracion,1
2022-04-29,2022-05-07,potosi,administracion,1
2022-04-29,2022-05-07,potosi,administracion,1
2022-04-29,2022-05-07,potosi,capacitacion,1
2022-04-29,2022-05-07,potosi,capacitacion,1
2022-04-29,2022-05-07,potosi,capacitacion,2
2022-04-29,2022-05-07,potosi,cartografia,1
2022-04-29,2022-05-07,potosi,cartografia,1
2022-04-29,2022-05-07,potosi,difusion_y_comunicacion,1
2022-04-29,2022-05-07,potosi,difusion_y_comunicacion,1
2022-04-29,2022-05-07,potosi,direccion,1
2022-04-29,2022-05-07,potosi,direccion,1
2022-04-29,2022-05-07,potosi,informatica,1
2022-04-29,2022-05-07,potosi,informatica,1
2022-04-29,2022-05-07,potosi,operativos_de_campo,1
2022-04-29,2022-05-07,potosi,operativos_de_campo,1
2022-04-29,2022-05-07,potosi,operativos_de_campo,2
2022-04-29,2022-05-07,potosi,operativos_de_campo,1
2022-04-29,2022-05-07,potosi,operativos_de_campo,6
2022-04-29,2022-05-07,potosi,operativos_de_campo,3
2022-04-29,2022-05-07,potosi,operativos_de_campo,12
2022-04-29,2022-05-07,potosi,operativos_de_campo,2
2022-04-29,2022-05-07,potosi,operativos_de_campo,6
2022-04-29,2022-05-07,potosi,operativos_de_campo,36
2022-04-29,2022-05-07,potosi,operativos_de_campo,4
2022-05-28,2022-06-02,beni,capacitacion,1
2022-05-28,2022-06-02,beni,direccion,1
2022-05-28,2022-06-02,beni,informatica,1
2022-05-28,2022-06-02,beni,informatica,1
2022-05-28,2022-06-02,beni,operativos_de_campo,2
2022-05-28,2022-06-02,beni,operativos_de_campo,2
2022-05-28,2022-06-02,beni,operativos_de_campo,2
2022-05-28,2022-06-02,beni,operativos_de_campo,1
2022-05-28,2022-06-02,beni,operativos_de_campo,9
2022-05-28,2022-06-02,beni,operativos_de_campo,3
2022-05-28,2022-06-02,beni,operativos_de_campo,12
2022-05-28,2022-06-02,beni,operativos_de_campo,34
2022-05-28,2022-06-02,beni,operativos_de_campo,11
2022-05-28,2022-06-02,chuquisaca,difusion_y_comunicacion,1
2022-05-28,2022-06-02,chuquisaca,difusion_y_comunicacion,1
2022-05-28,2022-06-02,chuquisaca,operativos_de_campo,1
2022-05-28,2022-06-02,chuquisaca,operativos_de_campo,1
2022-05-28,2022-06-02,cochabamba,difusion_y_comunicacion,1
2022-05-28,2022-06-02,cochabamba,difusion_y_comunicacion,1
2022-05-28,2022-06-02,cochabamba,difusion_y_comunicacion,1
2022-05-28,2022-06-02,cochabamba,operativos_de_campo,2
2022-05-28,2022-06-02,cochabamba,operativos_de_campo,1
2022-05-28,2022-06-02,cochabamba,operativos_de_campo,1
2022-05-28,2022-06-02,cochabamba,tematica,1
2022-05-28,2022-06-02,la_paz,administracion,1
2022-05-28,2022-06-02,la_paz,administracion,1
2022-05-28,2022-06-02,la_paz,codificacion_y_muestreo,3
2022-05-28,2022-06-02,la_paz,codificacion_y_muestreo,2
2022-05-28,2022-06-02,la_paz,difusion_y_comunicacion,1
2022-05-28,2022-06-02,la_paz,difusion_y_comunicacion,2
2022-05-28,2022-06-02,la_paz,difusion_y_comunicacion,1
2022-05-28,2022-06-02,la_paz,difusion_y_comunicacion,2
2022-05-28,2022-06-02,la_paz,direccion,2
2022-05-28,2022-06-02,la_paz,direccion,1
2022-05-28,2022-06-02,la_paz,direccion,4
2022-05-28,2022-06-02,la_paz,informatica,1
2022-05-28,2022-06-02,la_paz,informatica,1
2022-05-28,2022-06-02,la_paz,informatica,1
2022-05-28,2022-06-02,la_paz,logistica,1
2022-05-28,2022-06-02,la_paz,logistica,6
2022-05-28,2022-06-02,la_paz,operativos_de_campo,2
2022-05-28,2022-06-02,la_paz,operativos_de_campo,1
2022-05-28,2022-06-02,la_paz,operativos_de_campo,1
2022-05-28,2022-06-02,la_paz,operativos_de_campo,4
2022-05-28,2022-06-02,la_paz,operativos_de_campo,4
2022-05-28,2022-06-02,la_paz,operativos_de_campo,2
2022-05-28,2022-06-02,la_paz,tematica,1
2022-05-28,2022-06-02,la_paz,tematica,1
2022-05-28,2022-06-02,la_paz,tematica,1
2022-05-28,2022-06-02,la_paz,tematica,1
2022-05-28,2022-06-02,la_paz,tematica,1
2022-05-28,2022-06-02,la_paz,tematica,1
2022-05-28,2022-06-02,la_paz,tematica,2
2022-05-28,2022-06-02,oruro,administracion,1
2022-05-28,2022-06-02,oruro,capacitacion,1
2022-05-28,2022-06-02,oruro,cartografia,1
2022-05-28,2022-06-02,oruro,difusion_y_comunicacion,1
2022-05-28,2022-06-02,oruro,operativos_de_campo,1
2022-05-28,2022-06-02,oruro,operativos_de_campo,5
2022-05-28,2022-06-02,oruro,operativos_de_campo,1
2022-05-28,2022-06-02,oruro,operativos_de_campo,2
2022-05-28,2022-06-02,pando,capacitacion,2
2022-05-28,2022-06-02,pando,cartografia,1
2022-05-28,2022-06-02,pando,cartografia,1
2022-05-28,2022-06-02,pando,difusion_y_comunicacion,1
2022-05-28,2022-06-02,pando,direccion,1
2022-05-28,2022-06-02,pando,operativos_de_campo,1
2022-05-28,2022-06-02,pando,operativos_de_campo,1
2022-05-28,2022-06-02,pando,operativos_de_campo,1
2022-05-28,2022-06-02,pando,operativos_de_campo,1
2022-05-28,2022-06-02,potosi,administracion,1
2022-05-28,2022-06-02,potosi,administracion,1
2022-05-28,2022-06-02,potosi,capacitacion,2
2022-05-28,2022-06-02,potosi,cartografia,1
2022-05-28,2022-06-02,potosi,difusion_y_comunicacion,1
2022-05-28,2022-06-02,potosi,direccion,1
2022-05-28,2022-06-02,potosi,operativos_de_campo,2
2022-05-28,2022-06-02,potosi,operativos_de_campo,9
2022-05-28,2022-06-02,potosi,operativos_de_campo,4
2022-05-28,2022-06-02,potosi,operativos_de_campo,1
2022-05-28,2022-06-02,potosi,operativos_de_campo,2
2022-05-28,2022-06-02,potosi,operativos_de_campo,1
2022-05-28,2022-06-02,santa_cruz,administracion,1
2022-05-28,2022-06-02,santa_cruz,administracion,1
2022-05-28,2022-06-02,santa_cruz,administracion,1
2022-05-28,2022-06-02,santa_cruz,capacitacion,1
2022-05-28,2022-06-02,santa_cruz,cartografia,1
2022-05-28,2022-06-02,santa_cruz,cartografia,1
2022-05-28,2022-06-02,santa_cruz,difusion_y_comunicacion,1
2022-05-28,2022-06-02,santa_cruz,difusion_y_comunicacion,1
2022-05-28,2022-06-02,santa_cruz,difusion_y_comunicacion,1
2022-05-28,2022-06-02,santa_cruz,direccion,1
2022-05-28,2022-06-02,santa_cruz,informatica,1
2022-05-28,2022-06-02,santa_cruz,informatica,2
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,6
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,2
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,5
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,2
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,3
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,10
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,30
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,6
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,4
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,1
2022-05-28,2022-06-02,santa_cruz,operativos_de_campo,1
2022-05-28,2022-06-02,santa_cruz,tematica,1
2022-05-28,2022-06-02,tarija,administracion,1
2022-05-28,2022-06-02,tarija,administracion,1
2022-05-28,2022-06-02,tarija,administracion,1
2022-05-28,2022-06-02,tarija,capacitacion,1
2022-05-28,2022-06-02,tarija,difusion_y_comunicacion,1
2022-05-28,2022-06-02,tarija,difusion_y_comunicacion,1
2022-05-28,2022-06-02,tarija,direccion,1
2022-05-28,2022-06-02,tarija,informatica,1
2022-05-28,2022-06-02,tarija,informatica,1
2022-05-28,2022-06-02,tarija,operativos_de_campo,6
2022-05-28,2022-06-02,tarija,operativos_de_campo,2
2022-05-28,2022-06-02,tarija,operativos_de_campo,5
2022-05-28,2022-06-02,tarija,operativos_de_campo,2
2022-05-28,2022-06-02,tarija,operativos_de_campo,3
2022-05-28,2022-06-02,tarija,operativos_de_campo,30
2022-05-28,2022-06-02,tarija,operativos_de_campo,10
2022-05-28,2022-06-02,tarija,operativos_de_campo,2
2022-05-28,2022-06-02,tarija,operativos_de_campo,1
2022-05-28,2022-06-02,tarija,operativos_de_campo,1
2022-07-02,2022-07-07,beni,logistica,1
2022-07-02,2022-07-07,beni,operativos_de_campo,3
2022-07-02,2022-07-07,beni,operativos_de_campo,1
2022-07-02,2022-07-07,beni,operativos_de_campo,2
2022-07-02,2022-07-07,beni,operativos_de_campo,1
2022-07-02,2022-07-07,beni,operativos_de_campo,3
2022-07-02,2022-07-07,chuquisaca,difusion_y_comunicacion,1
2022-07-02,2022-07-07,chuquisaca,logistica,1
2022-07-02,2022-07-07,cochabamba,difusion_y_comunicacion,1
2022-07-02,2022-07-07,cochabamba,logistica,2
2022-07-02,2022-07-07,cochabamba,tematica,1
2022-07-02,2022-07-07,la_paz,administracion,1
2022-07-02,2022-07-07,la_paz,capacitacion,1
2022-07-02,2022-07-07,la_paz,cartografia,1
2022-07-02,2022-07-07,la_paz,cartografia,1
2022-07-02,2022-07-07,la_paz,cartografia,1
2022-07-02,2022-07-07,la_paz,cartografia,27
2022-07-02,2022-07-07,la_paz,difusion_y_comunicacion,1
2022-07-02,2022-07-07,la_paz,direccion,2
2022-07-02,2022-07-07,la_paz,direccion,10
2022-07-02,2022-07-07,la_paz,informatica,1
2022-07-02,2022-07-07,la_paz,logistica,2
2022-07-02,2022-07-07,la_paz,logistica,2
2022-07-02,2022-07-07,la_paz,logistica,4
2022-07-02,2022-07-07,la_paz,logistica,1
2022-07-02,2022-07-07,la_paz,logistica,3
2022-07-02,2022-07-07,la_paz,operativos_de_campo,1
2022-07-02,2022-07-07,la_paz,tematica,9
2022-07-02,2022-07-07,la_paz,tematica,1
2022-07-02,2022-07-07,la_paz,tematica,1
2022-07-02,2022-07-07,oruro,difusion_y_comunicacion,1
2022-07-02,2022-07-07,oruro,logistica,1
2022-07-02,2022-07-07,oruro,operativos_de_campo,1
2022-07-02,2022-07-07,oruro,operativos_de_campo,1
2022-07-02,2022-07-07,pando,difusion_y_comunicacion,1
2022-07-02,2022-07-07,pando,logistica,1
2022-07-02,2022-07-07,pando,operativos_de_campo,1
2022-07-02,2022-07-07,pando,operativos_de_campo,1
2022-07-02,2022-07-07,potosi,logistica,1
2022-07-02,2022-07-07,potosi,operativos_de_campo,3
2022-07-02,2022-07-07,santa_cruz,direccion,1
2022-07-02,2022-07-07,santa_cruz,informatica,1
2022-07-02,2022-07-07,santa_cruz,logistica,2
2022-07-02,2022-07-07,santa_cruz,operativos_de_campo,1
2022-07-02,2022-07-07,santa_cruz,operativos_de_campo,1
2022-07-02,2022-07-07,santa_cruz,tematica,1
2022-07-02,2022-07-07,tarija,administracion,1
2022-07-02,2022-07-07,tarija,administracion,1
2022-07-02,2022-07-07,tarija,administracion,1
2022-07-02,2022-07-07,tarija,capacitacion,1
2022-07-02,2022-07-07,tarija,difusion_y_comunicacion,1
2022-07-02,2022-07-07,tarija,difusion_y_comunicacion,1
2022-07-02,2022-07-07,tarija,direccion,1
2022-07-02,2022-07-07,tarija,informatica,1
2022-07-02,2022-07-07,tarija,informatica,1
2022-07-02,2022-07-07,tarija,logistica,1
2022-07-02,2022-07-07,tarija,operativos_de_campo,6
2022-07-02,2022-07-07,tarija,operativos_de_campo,2
2022-07-02,2022-07-07,tarija,operativos_de_campo,5
2022-07-02,2022-07-07,tarija,operativos_de_campo,2
2022-07-02,2022-07-07,tarija,operativos_de_campo,3
2022-07-02,2022-07-07,tarija,operativos_de_campo,30
2022-07-02,2022-07-07,tarija,operativos_de_campo,2
2022-07-02,2022-07-07,tarija,operativos_de_campo,10
2022-07-02,2022-07-07,tarija,operativos_de_campo,1
2022-07-02,2022-07-07,tarija,operativos_de_campo,1
2022-07-28,2022-08-02,chuquisaca,difusion_y_comunicacion,1
2022-07-28,2022-08-02,chuquisaca,operativos_de_campo,2
2022-07-28,2022-08-02,chuquisaca,operativos_de_campo,7
2022-07-28,2022-08-02,chuquisaca,operativos_de_campo,3
2022-07-28,2022-08-02,chuquisaca,operativos_de_campo,9
2022-07-28,2022-08-02,chuquisaca,operativos_de_campo,4
2022-07-28,2022-08-02,chuquisaca,operativos_de_campo,14
2022-07-28,2022-08-02,chuquisaca,operativos_de_campo,2
2022-07-28,2022-08-02,chuquisaca,operativos_de_campo,2
2022-07-28,2022-08-02,chuquisaca,operativos_de_campo,42
2022-07-28,2022-08-02,la_paz,direccion,2
2022-07-28,2022-08-02,la_paz,logistica,2
2022-07-28,2022-08-02,la_paz,logistica,1
2022-07-28,2022-08-02,la_paz,tematica,1
2022-07-28,2022-08-02,pando,difusion_y_comunicacion,1
2022-07-28,2022-08-02,santa_cruz,difusion_y_comunicacion,1
2022-08-21,2022-08-28,beni,operativos_de_campo,2
2022-08-21,2022-08-28,chuquisaca,operativos_de_campo,1
2022-08-21,2022-08-28,cochabamba,operativos_de_campo,16
2022-08-21,2022-08-28,cochabamba,operativos_de_campo,5
2022-08-21,2022-08-28,cochabamba,operativos_de_campo,2
2022-08-21,2022-08-28,cochabamba,operativos_de_campo,9
2022-08-21,2022-08-28,cochabamba,operativos_de_campo,3
2022-08-21,2022-08-28,cochabamba,operativos_de_campo,8
2022-08-21,2022-08-28,cochabamba,operativos_de_campo,3
2022-08-21,2022-08-28,cochabamba,operativos_de_campo,5
2022-08-21,2022-08-28,cochabamba,operativos_de_campo,48
2022-08-21,2022-08-28,el_alto,operativos_de_campo,30
2022-08-21,2022-08-28,el_alto,operativos_de_campo,10
2022-08-21,2022-08-28,la_paz,capacitacion,1
2022-08-21,2022-08-28,la_paz,cartografia,11
2022-08-21,2022-08-28,la_paz,cartografia,13
2022-08-21,2022-08-28,la_paz,operativos_de_campo,6
2022-08-21,2022-08-28,la_paz,operativos_de_campo,18
2022-08-21,2022-08-28,la_paz,operativos_de_campo,6
2022-08-21,2022-08-28,la_paz,operativos_de_campo,4
2022-08-21,2022-08-28,la_paz,operativos_de_campo,1
2022-08-21,2022-08-28,la_paz,operativos_de_campo,5
2022-08-21,2022-08-28,la_paz,operativos_de_campo,18
2022-08-21,2022-08-28,la_paz,operativos_de_campo,14
2022-08-21,2022-08-28,la_paz,operativos_de_campo,2
2022-08-21,2022-08-28,la_paz,operativos_de_campo,2
2022-08-21,2022-08-28,la_paz,operativos_de_campo,5
2022-08-21,2022-08-28,la_paz,operativos_de_campo,54
2022-08-21,2022-08-28,la_paz,operativos_de_campo,9
2022-08-21,2022-08-28,la_paz,tematica,9
2022-08-21,2022-08-28,oruro,operativos_de_campo,1
2022-08-21,2022-08-28,oruro,operativos_de_campo,1
2022-08-21,2022-08-28,oruro,operativos_de_campo,1
2022-08-21,2022-08-28,pando,operativos_de_campo,1
2022-08-21,2022-08-28,pando,operativos_de_campo,1
2022-08-21,2022-08-28,pando,operativos_de_campo,3
2022-08-21,2022-08-28,pando,operativos_de_campo,7
2022-08-21,2022-08-28,pando,operativos_de_campo,2
2022-08-21,2022-08-28,santa_cruz,operativos_de_campo,11
2022-08-21,2022-08-28,santa_cruz,operativos_de_campo,4
2022-08-21,2022-08-28,santa_cruz,operativos_de_campo,6
2022-08-21,2022-08-28,santa_cruz,operativos_de_campo,6
2022-08-21,2022-08-28,santa_cruz,operativos_de_campo,2
2022-08-21,2022-08-28,santa_cruz,operativos_de_campo,2
2022-08-21,2022-08-28,santa_cruz,operativos_de_campo,34
2022-08-21,2022-08-28,tarija,operativos_de_campo,1
